,monise,random,nc,pgen,norennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.07683848835977997,0.08311171933067643,0.0058734331191782185,0.0606421747947389,-1,0.06241120613220724,0.03137231077113586,0.023893299637403095,0.009530681290815099
time,16.977294155862182,0.3454854469746351,9.749975661979988,3643.335722188931,-1,3600.06564712408,3601.3473177070264,3600.270574800903,3600.0076612809207
Nsols,50,50,69,47,0,50,50,50,50
