,monise,random,nc,pgen,rennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.7960832896304758,0.7544875162375642,0.7728244951103795,0.7107235154882577,0.8015457853979479,0.7235158720711122,0.5508963054480821,0.7078829258743302,0.5443992586360553
time,32.7952009,0.3539850220000176,11.455693891999545,34.04603329800011,1091.6752465180034,3600.095805205001,3600.625735951,3600.3491746500004,3600.0458030090085
Nsols,35,35,92,35,35,35,35,35,35
