,monise,random,nc,pgen,rennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.5341223879476622,0.4586172403842112,0.38212675627678555,0.4396742090819233,0.5303596319969504,0.420982078486098,0.3873042036083643,0.4092082087285331,0.012411591951756947
time,20.840832334011793,0.3029814939945936,6.447444799123332,9.646169184008613,81.41153367096558,3600.051337243989,3600.0690664269496,3600.1563575370237,3600.0089399099816
Nsols,50,50,75,50,50,50,50,50,50
