,monise,random,nc,pgen,rennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.25935596343387096,0.27918739945274107,0.27943425094158847,0.26610930721437553,0.2503293410121837,0.11168004212042049,0.1903762044367841,0.19869512165215555,0.17898644863707747
time,8.426596235018224,0.2098874100483954,2.3261896369513124,1.4634908179286867,44.91063642897643,3600.043068654835,3600.049788468983,3600.0594367349986,3600.008982329862
Nsols,25,25,41,25,25,25,25,25,25
