,monise,random,nc,pgen,norennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.0022409469377238016,0.0035484438856728706,9.683706831380472e-05,0.0013395369237198997,-1,0.0017220826177216566,3.5821603956683003e-06,6.397613059699243e-07,1.8468847030443927e-13
time,122.09288843697868,1.1888401731848717,113.4035702100955,6270.080655704951,-1,3600.187848403817,3668.4939840731677,3601.8383493709844,3603.1468598369975
Nsols,100,100,138,29,0,100,100,100,100
