,monise,random,nc,pgen,rennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.47114953787304636,0.447858819801293,0.4019837776420875,0.4221094243038362,0.47907830410729735,0.41551883367173453,0.3736384686345816,0.05710715200573171,0.05679599588937553
time,20.27616504416801,0.283912856830284,5.339687319006771,2.508253148989752,190.49162630806677,3600.058556335047,3600.0750230099075,3600.1266336049885,3600.0104657621123
Nsols,50,50,70,50,50,50,50,50,50
