,monise,random,nc,pgen,rennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.11026113560656914,0.099365060784526,0.04845398744784846,0.08280172280147333,0.059872370853209914,0.075438553963177,0.00710749347151869,0.002040884993518006,0.002322645700780529
time,114.51409261696972,0.8616604718845338,49.65559661621228,3750.1668763970956,3890.2513872659765,3600.1293777718674,3601.0377066479996,3600.6309892898425,3600.123819045024
Nsols,100,100,321,43,16,100,100,100,100
