,monise,random,nc,pgen,rennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.2750210939799768,0.2832615043585039,0.2253873517244166,0.27413371124190006,0.2795333140585535,0.09770590601307233,0.1301768537811522,0.10972855207371571,0.12523899720428838
time,1.9425973440520465,0.1336439719889313,1.4368309930432588,1.300494851078838,41.910744237015024,3600.0204802460503,3600.0350326520856,3600.048704616027,3600.004272856051
Nsols,25,25,38,25,25,25,25,25,25
