,monise,random,nc,pgen,rennen,NSGAII,NSGAIII,SPEA2,SMSdom
HV,0.7246619688422964,0.6875596237315872,0.5648963655621486,0.6437183744231426,0.7287972187704128,0.5855700323765408,0.4631717819733874,0.5651679922002801,0.47958001417292007
time,21.797678614000006,2.0817843789999984,39.35925849600062,6.359313473998554,236.51091843200265,3600.107193408001,3600.1654173299994,3600.269205905999,3600.1449560330075
Nsols,30,30,81,30,30,30,30,30,30
